onset	duration	begsample	endsample	offset	type
18.56	0.105	3713	3733	0	stimulation
19.21	0.105	3843	3863	0	stimulation
19.86	0.105	3973	3993	0	stimulation
20.51	0.105	4103	4123	0	stimulation
25.325	0.105	5066	5086	0	stimulation
25.975	0.105	5196	5216	0	stimulation
33.005	0.105	6602	6622	0	stimulation
34.32	0.105	6865	6885	0	stimulation
34.97	0.105	6995	7015	0	stimulation
35.62	0.105	7125	7145	0	stimulation
63.135	0.105	12628	12648	0	stimulation
63.785	0.105	12758	12778	0	stimulation
64.435	0.105	12888	12908	0	stimulation
65.085	0.105	13018	13038	0	stimulation
76.94	0.105	15389	15409	0	stimulation
77.59	0.105	15519	15539	0	stimulation
78.24	0.105	15649	15669	0	stimulation
78.595	0.105	15720	15740	0	stimulation
79.865	0.105	15974	15994	0	stimulation
80.515	0.105	16104	16124	0	stimulation
81.165	0.105	16234	16254	0	stimulation
82.815	0.105	16564	16584	0	stimulation
88.91	0.105	17783	17803	0	stimulation
89.56	0.105	17913	17933	0	stimulation
90.21	0.105	18043	18063	0	stimulation
90.86	0.105	18173	18193	0	stimulation
97.595	0.105	19520	19540	0	stimulation
98.245	0.105	19650	19670	0	stimulation
