onset	duration	begsample	endsample	offset	type
3.495	0.105	700	720	0	stimulation
5.215	0.105	1044	1064	0	stimulation
5.865	0.105	1174	1194	0	stimulation
6.515	0.105	1304	1324	0	stimulation
7.165	0.105	1434	1454	0	stimulation
8.78	0.105	1757	1777	0	stimulation
9.43	0.105	1887	1907	0	stimulation
10.08	0.105	2017	2037	0	stimulation
10.73	0.105	2147	2167	0	stimulation
11.275	0.105	2256	2276	0	stimulation
63.135	0.105	12628	12648	0	stimulation
63.785	0.105	12758	12778	0	stimulation
64.435	0.105	12888	12908	0	stimulation
65.085	0.105	13018	13038	0	stimulation
66.38	0.105	13277	13297	0	stimulation
67.03	0.105	13407	13427	0	stimulation
67.68	0.105	13537	13557	0	stimulation
68.33	0.105	13667	13687	0	stimulation
88.185	0.105	17638	17658	0	stimulation
88.835	0.105	17768	17788	0	stimulation
89.485	0.105	17898	17918	0	stimulation
90.135	0.105	18028	18048	0	stimulation
90.47	0.105	18095	18115	0	stimulation
