onset	duration	begsample	endsample	offset	type
9.355	0.105	1872	1892	0	stimulation
9.69	0.105	1939	1959	0	stimulation
10.655	0.105	2132	2152	0	stimulation
10.995	0.105	2200	2220	0	stimulation
61.245	0.105	12250	12270	0	stimulation
62.215	0.105	12444	12464	0	stimulation
63.185	0.105	12638	12658	0	stimulation
72.48	0.105	14497	14517	0	stimulation
73.45	0.105	14691	14711	0	stimulation
74.42	0.105	14885	14905	0	stimulation
75.39	0.105	15079	15099	0	stimulation
77.645	0.105	15530	15550	0	stimulation
